glyph,certainty,min_x,min_y,max_x,max_y,image_path,line,number
Π,0.2535348211122139,1733,82,1766,122,images\homer2\txt101\P_Oxy_3_551.jpg,2,19
Ι,0.2598293557534288,1761,82,1789,119,images\homer2\txt101\P_Oxy_3_551.jpg,2,20
Ω,0.4828281566174625,1783,85,1818,119,images\homer2\txt101\P_Oxy_3_551.jpg,2,21
Μ,0.7481371938356582,1810,86,1850,122,images\homer2\txt101\P_Oxy_3_551.jpg,2,22
Η,0.39565181710367425,1848,88,1880,122,images\homer2\txt101\P_Oxy_3_551.jpg,2,23
Ν,0.9497808468177044,1875,84,1906,120,images\homer2\txt101\P_Oxy_3_551.jpg,2,24
Ω,0.316335854385025,1914,83,1946,121,images\homer2\txt101\P_Oxy_3_551.jpg,3,0
Η,0.43437728056034186,39,84,70,123,images\homer2\txt101\P_Oxy_3_551.jpg,4,0
Ν,0.7778492029097229,64,87,104,126,images\homer2\txt101\P_Oxy_3_551.jpg,4,1
Θ,0.6569535534292924,100,90,134,127,images\homer2\txt101\P_Oxy_3_551.jpg,4,2
Ν,0.44749317558794205,129,92,155,127,images\homer2\txt101\P_Oxy_3_551.jpg,4,3
Π,0.3660804028469542,152,92,186,127,images\homer2\txt101\P_Oxy_3_551.jpg,4,4
Ι,0.8907832391894794,184,93,206,128,images\homer2\txt101\P_Oxy_3_551.jpg,4,5
Β,0.3992725248931448,202,90,237,126,images\homer2\txt101\P_Oxy_3_551.jpg,4,6
Ω,0.9988605054612332,233,88,275,125,images\homer2\txt101\P_Oxy_3_551.jpg,4,7
Ν,0.9997657387812312,271,85,315,127,images\homer2\txt101\P_Oxy_3_551.jpg,4,8
Ο,0.9262270733520799,314,86,349,123,images\homer2\txt101\P_Oxy_3_551.jpg,4,9
Ι,0.8787096474062894,346,86,371,123,images\homer2\txt101\P_Oxy_3_551.jpg,4,10
Μ,0.2887368897890787,366,86,397,121,images\homer2\txt101\P_Oxy_3_551.jpg,4,11
Ω,0.4528676756628001,391,82,419,121,images\homer2\txt101\P_Oxy_3_551.jpg,4,12
Ν,0.9950833931514618,414,80,451,120,images\homer2\txt101\P_Oxy_3_551.jpg,4,13
Ρ,0.30773673233854587,1111,141,1138,194,images\homer2\txt101\P_Oxy_3_551.jpg,5,0
Τ,0.40296137019676,1155,143,1195,180,images\homer2\txt101\P_Oxy_3_551.jpg,6,0
Ι,0.5868151104718718,1189,142,1221,181,images\homer2\txt101\P_Oxy_3_551.jpg,6,1
Ν,0.3702236798483115,1214,146,1248,187,images\homer2\txt101\P_Oxy_3_551.jpg,6,2
Π,0.6614207084986313,1241,149,1279,188,images\homer2\txt101\P_Oxy_3_551.jpg,6,3
Ω,0.9990500004560785,1272,154,1323,194,images\homer2\txt101\P_Oxy_3_551.jpg,6,4
Ν,0.999103340637986,1318,155,1357,196,images\homer2\txt101\P_Oxy_3_551.jpg,6,5
Κ,0.762442431949345,1355,155,1397,195,images\homer2\txt101\P_Oxy_3_551.jpg,6,6
Ν,0.7630673747117027,1388,151,1424,194,images\homer2\txt101\P_Oxy_3_551.jpg,6,7
Α,0.3596718304876674,1428,148,1467,195,images\homer2\txt101\P_Oxy_3_551.jpg,6,8
Ν,0.8571008204726354,1460,152,1496,194,images\homer2\txt101\P_Oxy_3_551.jpg,6,9
Ω,0.9782743151009926,1489,153,1531,192,images\homer2\txt101\P_Oxy_3_551.jpg,6,10
Μ,0.9977543706008862,1528,148,1578,190,images\homer2\txt101\P_Oxy_3_551.jpg,6,11
Ω,0.25027384339594927,1569,146,1607,190,images\homer2\txt101\P_Oxy_3_551.jpg,6,12
Ν,0.33472420197762004,1599,147,1636,188,images\homer2\txt101\P_Oxy_3_551.jpg,6,13
Ω,0.30861213683029504,1631,147,1668,184,images\homer2\txt101\P_Oxy_3_551.jpg,6,14
Η,0.6945797979746797,1665,147,1699,183,images\homer2\txt101\P_Oxy_3_551.jpg,6,15
Π,0.22315780819349923,1692,144,1728,181,images\homer2\txt101\P_Oxy_3_551.jpg,6,16
Θ,0.4910527948050448,1745,144,1779,182,images\homer2\txt101\P_Oxy_3_551.jpg,7,0
Μ,0.4392104105025807,1774,141,1820,183,images\homer2\txt101\P_Oxy_3_551.jpg,7,1
Ν,0.806653505930661,1815,142,1848,180,images\homer2\txt101\P_Oxy_3_551.jpg,7,2
Τ,0.16421623461442572,1842,143,1879,181,images\homer2\txt101\P_Oxy_3_551.jpg,7,3
Η,0.6983136765607535,1874,145,1908,182,images\homer2\txt101\P_Oxy_3_551.jpg,7,4
Ξ,0.6571599249755723,1902,145,1947,183,images\homer2\txt101\P_Oxy_3_551.jpg,7,5
Ι,0.7213461568298895,1941,145,1973,184,images\homer2\txt101\P_Oxy_3_551.jpg,7,6
Ξ,0.4753908981729732,1968,146,2006,183,images\homer2\txt101\P_Oxy_3_551.jpg,7,7
Α,0.37306665217302093,1999,141,2034,185,images\homer2\txt101\P_Oxy_3_551.jpg,7,8
Γ,0.3638750458966823,2027,145,2068,187,images\homer2\txt101\P_Oxy_3_551.jpg,7,9
Α,0.6868206891113383,2062,143,2099,189,images\homer2\txt101\P_Oxy_3_551.jpg,7,10
Ν,0.539373631340427,72,147,103,184,images\homer2\txt101\P_Oxy_3_551.jpg,8,0
Η,0.4567503829683775,97,145,129,181,images\homer2\txt101\P_Oxy_3_551.jpg,8,1
Α,0.3323103665308046,123,145,158,183,images\homer2\txt101\P_Oxy_3_551.jpg,8,2
Η,0.3578793668408314,153,146,188,182,images\homer2\txt101\P_Oxy_3_551.jpg,8,3
Κ,0.9810595439628771,182,144,223,185,images\homer2\txt101\P_Oxy_3_551.jpg,8,4
Θ,0.9886120328337145,219,146,257,184,images\homer2\txt101\P_Oxy_3_551.jpg,8,5
Ο,0.9837341813500029,253,145,290,181,images\homer2\txt101\P_Oxy_3_551.jpg,8,6
Ν,0.9994728794168968,286,141,328,181,images\homer2\txt101\P_Oxy_3_551.jpg,8,7
Α,0.7981482720083859,324,141,357,180,images\homer2\txt101\P_Oxy_3_551.jpg,8,8
Δ,0.372444392621807,355,140,394,178,images\homer2\txt101\P_Oxy_3_551.jpg,8,9
Α,0.5905704758280658,389,138,419,176,images\homer2\txt101\P_Oxy_3_551.jpg,8,10
Ι,0.9191388847768918,415,139,438,174,images\homer2\txt101\P_Oxy_3_551.jpg,8,11
Π,0.5283218207713237,436,138,474,175,images\homer2\txt101\P_Oxy_3_551.jpg,8,12
Η,0.6222313952666687,468,139,496,175,images\homer2\txt101\P_Oxy_3_551.jpg,8,13
Ν,0.6035522287176227,489,138,520,177,images\homer2\txt101\P_Oxy_3_551.jpg,8,14
Ι,0.3302608913454294,513,135,546,175,images\homer2\txt101\P_Oxy_3_551.jpg,8,15
Ω,0.37707716710871036,541,133,577,173,images\homer2\txt101\P_Oxy_3_551.jpg,8,16
Θ,0.454898185729343,571,135,609,172,images\homer2\txt101\P_Oxy_3_551.jpg,8,17
Η,0.8403182675743192,601,130,634,170,images\homer2\txt101\P_Oxy_3_551.jpg,8,18
Ν,0.30559661226051477,627,131,656,168,images\homer2\txt101\P_Oxy_3_551.jpg,8,19
Ν,0.9849765122378208,660,129,695,174,images\homer2\txt101\P_Oxy_3_551.jpg,8,20
Υ,0.6755755014506701,393,192,423,229,images\homer2\txt101\P_Oxy_3_551.jpg,9,0
Μ,0.9815311335793521,420,190,465,231,images\homer2\txt101\P_Oxy_3_551.jpg,9,1
Ω,0.711833302703708,458,188,495,229,images\homer2\txt101\P_Oxy_3_551.jpg,9,2
Ν,0.7299997885662276,499,191,537,230,images\homer2\txt101\P_Oxy_3_551.jpg,9,3
Η,0.9145299322344543,532,190,564,225,images\homer2\txt101\P_Oxy_3_551.jpg,9,4
Ν,0.6230215992308061,557,188,595,225,images\homer2\txt101\P_Oxy_3_551.jpg,9,5
Η,0.7941251710564269,591,185,621,221,images\homer2\txt101\P_Oxy_3_551.jpg,9,6
Ν,0.5573882050204452,614,182,647,219,images\homer2\txt101\P_Oxy_3_551.jpg,9,7
Π,0.9572822507974484,1171,192,1208,230,images\homer2\txt101\P_Oxy_3_551.jpg,10,0
Ρ,0.3097785926675632,1202,196,1232,232,images\homer2\txt101\P_Oxy_3_551.jpg,10,1
Ι,0.5348577954123284,1229,198,1252,233,images\homer2\txt101\P_Oxy_3_551.jpg,10,2
Π,0.5818187129637522,1113,193,1151,229,images\homer2\txt101\P_Oxy_3_551.jpg,11,0
Ν,0.8023616967527188,1281,194,1312,242,images\homer2\txt101\P_Oxy_3_551.jpg,12,0
Ι,0.4612339015910726,1306,200,1334,241,images\homer2\txt101\P_Oxy_3_551.jpg,12,1
Κ,0.8942649670037469,1328,204,1367,246,images\homer2\txt101\P_Oxy_3_551.jpg,12,2
Ν,0.5404872239726605,1364,204,1399,251,images\homer2\txt101\P_Oxy_3_551.jpg,12,3
Ν,0.6294124401319483,1395,202,1434,248,images\homer2\txt101\P_Oxy_3_551.jpg,12,4
Α,0.8111469500941484,1429,201,1463,246,images\homer2\txt101\P_Oxy_3_551.jpg,12,5
Ι,0.3382365427087585,1459,208,1492,250,images\homer2\txt101\P_Oxy_3_551.jpg,12,6
Ν,0.6482355139329463,1487,210,1518,248,images\homer2\txt101\P_Oxy_3_551.jpg,12,7
Π,0.9443006092114555,1512,209,1554,246,images\homer2\txt101\P_Oxy_3_551.jpg,12,8
Ι,0.9094658562276393,1551,209,1574,247,images\homer2\txt101\P_Oxy_3_551.jpg,12,9
Ν,0.8869616641443772,1569,206,1612,246,images\homer2\txt101\P_Oxy_3_551.jpg,12,10
Ν,0.613209841033256,1609,199,1644,245,images\homer2\txt101\P_Oxy_3_551.jpg,12,11
Π,0.6091925205893609,1641,198,1680,238,images\homer2\txt101\P_Oxy_3_551.jpg,12,12
Ν,0.8489390653358592,1677,195,1710,236,images\homer2\txt101\P_Oxy_3_551.jpg,12,13
Ι,0.8744913501912039,1705,196,1727,237,images\homer2\txt101\P_Oxy_3_551.jpg,12,14
Θ,0.9357351152979626,1723,196,1759,233,images\homer2\txt101\P_Oxy_3_551.jpg,12,15
Θ,0.3003819810983038,1755,194,1790,233,images\homer2\txt101\P_Oxy_3_551.jpg,12,16
Ι,0.36157044824788936,1786,196,1815,234,images\homer2\txt101\P_Oxy_3_551.jpg,12,17
Ω,0.27114247327940133,1812,196,1846,232,images\homer2\txt101\P_Oxy_3_551.jpg,12,18
Ν,0.4360854665417516,1842,195,1873,232,images\homer2\txt101\P_Oxy_3_551.jpg,12,19
Η,0.4406354455613552,1868,194,1903,232,images\homer2\txt101\P_Oxy_3_551.jpg,12,20
Μ,0.9880350466212039,1897,194,1946,235,images\homer2\txt101\P_Oxy_3_551.jpg,12,21
Η,0.17949755037459636,224,198,260,233,images\homer2\txt101\P_Oxy_3_551.jpg,13,0
Θ,0.5841825224651684,257,197,291,229,images\homer2\txt101\P_Oxy_3_551.jpg,13,1
Η,0.7922659741139503,284,195,316,230,images\homer2\txt101\P_Oxy_3_551.jpg,13,2
Π,0.23276828647876996,311,192,352,230,images\homer2\txt101\P_Oxy_3_551.jpg,13,3
Η,0.22776890592022866,346,192,380,230,images\homer2\txt101\P_Oxy_3_551.jpg,13,4
Ι,0.276846127135633,593,233,627,275,images\homer2\txt101\P_Oxy_3_551.jpg,14,0
Ω,0.6130411208427762,619,233,653,275,images\homer2\txt101\P_Oxy_3_551.jpg,14,1
Ν,0.2820369394259042,648,235,679,276,images\homer2\txt101\P_Oxy_3_551.jpg,14,2
Ω,0.9021394044924727,240,240,273,275,images\homer2\txt101\P_Oxy_3_551.jpg,15,0
Ν,0.9949251362075713,275,241,317,282,images\homer2\txt101\P_Oxy_3_551.jpg,15,1
Ε,0.6445230882757836,316,242,353,280,images\homer2\txt101\P_Oxy_3_551.jpg,15,2
Μ,0.6442054193245157,348,244,377,276,images\homer2\txt101\P_Oxy_3_551.jpg,15,3
Μ,0.5207004295478546,1918,240,1951,291,images\homer2\txt101\P_Oxy_3_551.jpg,16,0
Ν,0.7065710235550344,393,243,423,277,images\homer2\txt101\P_Oxy_3_551.jpg,17,0
Ι,0.4888702482621582,419,243,439,280,images\homer2\txt101\P_Oxy_3_551.jpg,17,1
Ν,0.5469826035274731,436,245,468,281,images\homer2\txt101\P_Oxy_3_551.jpg,17,2
Θ,0.990528129717793,467,245,504,283,images\homer2\txt101\P_Oxy_3_551.jpg,17,3
Η,0.8955369770385078,499,246,532,282,images\homer2\txt101\P_Oxy_3_551.jpg,17,4
Μ,0.5786222021541053,525,241,557,281,images\homer2\txt101\P_Oxy_3_551.jpg,17,5
Μ,0.9961824942439588,1149,247,1198,289,images\homer2\txt101\P_Oxy_3_551.jpg,18,0
Η,0.9988938944609034,1194,250,1234,292,images\homer2\txt101\P_Oxy_3_551.jpg,18,1
Ν,0.9973283773224032,1230,255,1280,297,images\homer2\txt101\P_Oxy_3_551.jpg,18,2
Η,0.34520934658949515,1274,258,1305,299,images\homer2\txt101\P_Oxy_3_551.jpg,18,3
Ι,0.23593535135858357,1299,260,1337,309,images\homer2\txt101\P_Oxy_3_551.jpg,18,4
Α,0.9359169033505651,1329,257,1375,310,images\homer2\txt101\P_Oxy_3_551.jpg,18,5
Μ,0.959935852345106,1370,264,1414,304,images\homer2\txt101\P_Oxy_3_551.jpg,18,6
Η,0.6895706738430835,1409,264,1447,304,images\homer2\txt101\P_Oxy_3_551.jpg,18,7
Π,0.6163207745935543,1440,264,1477,304,images\homer2\txt101\P_Oxy_3_551.jpg,18,8
Θ,0.3361572855574244,1474,267,1499,306,images\homer2\txt101\P_Oxy_3_551.jpg,18,9
Ι,0.7948104078711496,1493,267,1513,305,images\homer2\txt101\P_Oxy_3_551.jpg,18,10
Ι,0.2351279174935528,1510,265,1534,305,images\homer2\txt101\P_Oxy_3_551.jpg,18,11
Ν,0.8308564984475215,1529,262,1564,307,images\homer2\txt101\P_Oxy_3_551.jpg,18,12
Θ,0.9068378930344231,1558,264,1598,305,images\homer2\txt101\P_Oxy_3_551.jpg,18,13
Η,0.7932314030568715,1594,262,1628,302,images\homer2\txt101\P_Oxy_3_551.jpg,18,14
Ν,0.42827893372273945,1635,259,1670,298,images\homer2\txt101\P_Oxy_3_551.jpg,19,0
Ν,0.9901367362596692,1664,257,1708,297,images\homer2\txt101\P_Oxy_3_551.jpg,19,1
Ε,0.7026969368251853,1706,258,1743,299,images\homer2\txt101\P_Oxy_3_551.jpg,19,2
Ν,0.9833562812979785,1738,254,1770,295,images\homer2\txt101\P_Oxy_3_551.jpg,19,3
Ω,0.3052217351777242,1766,250,1793,292,images\homer2\txt101\P_Oxy_3_551.jpg,19,4
Ω,0.6514936533545678,1791,252,1834,292,images\homer2\txt101\P_Oxy_3_551.jpg,19,5
Φ,0.8371878711940866,1830,254,1862,292,images\homer2\txt101\P_Oxy_3_551.jpg,19,6
Ι,0.25071168193189514,1854,252,1887,291,images\homer2\txt101\P_Oxy_3_551.jpg,19,7
Ι,0.63602100690669,1883,248,1908,289,images\homer2\txt101\P_Oxy_3_551.jpg,19,8
Ι,0.7752875936337217,224,280,247,322,images\homer2\txt101\P_Oxy_3_551.jpg,20,0
Π,0.7829759638501842,242,288,278,325,images\homer2\txt101\P_Oxy_3_551.jpg,20,1
Ν,0.9802199734880309,273,287,313,330,images\homer2\txt101\P_Oxy_3_551.jpg,20,2
Η,0.8755408997993074,310,291,346,330,images\homer2\txt101\P_Oxy_3_551.jpg,20,3
Π,0.292523980995672,340,296,371,332,images\homer2\txt101\P_Oxy_3_551.jpg,20,4
Ω,0.39718024026765375,363,295,396,335,images\homer2\txt101\P_Oxy_3_551.jpg,20,5
Θ,0.7465472649613847,391,295,428,333,images\homer2\txt101\P_Oxy_3_551.jpg,20,6
Ν,0.8457001106862682,426,293,458,333,images\homer2\txt101\P_Oxy_3_551.jpg,20,7
Ν,0.7612928158168384,452,295,493,334,images\homer2\txt101\P_Oxy_3_551.jpg,20,8
Ω,0.42397349229034054,488,295,518,333,images\homer2\txt101\P_Oxy_3_551.jpg,20,9
Ι,0.3145519631565014,510,297,538,330,images\homer2\txt101\P_Oxy_3_551.jpg,20,10
Η,0.36757024371275965,531,297,561,330,images\homer2\txt101\P_Oxy_3_551.jpg,20,11
Ι,0.6954836661509752,555,295,575,332,images\homer2\txt101\P_Oxy_3_551.jpg,20,12
Ω,0.6479491035504317,572,294,602,332,images\homer2\txt101\P_Oxy_3_551.jpg,20,13
Ν,0.3458344257511104,142,304,175,345,images\homer2\txt101\P_Oxy_3_551.jpg,21,0
Η,0.9934419035251218,1135,306,1174,348,images\homer2\txt101\P_Oxy_3_551.jpg,22,0
Ν,0.999667804941363,1173,307,1224,351,images\homer2\txt101\P_Oxy_3_551.jpg,22,1
Ι,0.5562700188511873,1222,311,1247,351,images\homer2\txt101\P_Oxy_3_551.jpg,22,2
Κ,0.391018492100284,1258,314,1291,358,images\homer2\txt101\P_Oxy_3_551.jpg,23,0
Ο,0.5391722105953356,1284,320,1322,356,images\homer2\txt101\P_Oxy_3_551.jpg,23,1
Μ,0.9921643197609528,1323,318,1368,360,images\homer2\txt101\P_Oxy_3_551.jpg,23,2
Η,0.8408876937491007,1364,323,1411,365,images\homer2\txt101\P_Oxy_3_551.jpg,23,3
Ι,0.7228392685351139,1408,325,1436,365,images\homer2\txt101\P_Oxy_3_551.jpg,23,4
Φ,0.9223332813229083,1443,311,1490,380,images\homer2\txt101\P_Oxy_3_551.jpg,23,5
Ε,0.8221558636898834,1486,326,1526,366,images\homer2\txt101\P_Oxy_3_551.jpg,23,6
Μ,0.9687570057134154,1519,324,1552,363,images\homer2\txt101\P_Oxy_3_551.jpg,23,7
Η,0.939183538580591,1548,326,1580,364,images\homer2\txt101\P_Oxy_3_551.jpg,23,8
Ω,0.8516056498303044,1577,324,1623,365,images\homer2\txt101\P_Oxy_3_551.jpg,23,9
Ν,0.9982984410814357,1617,320,1666,364,images\homer2\txt101\P_Oxy_3_551.jpg,23,10
Ω,0.8542736617716963,1664,322,1703,359,images\homer2\txt101\P_Oxy_3_551.jpg,23,11
Δ,0.9421663338195776,1698,317,1737,356,images\homer2\txt101\P_Oxy_3_551.jpg,23,12
Η,0.6177272316168115,1732,315,1765,356,images\homer2\txt101\P_Oxy_3_551.jpg,23,13
Π,0.9901134212203802,1761,312,1806,354,images\homer2\txt101\P_Oxy_3_551.jpg,23,14
Η,0.2847127078401688,1805,309,1839,354,images\homer2\txt101\P_Oxy_3_551.jpg,23,15
Ι,0.40486468435237316,1831,309,1866,350,images\homer2\txt101\P_Oxy_3_551.jpg,23,16
Η,0.20263063909331386,1861,309,1896,350,images\homer2\txt101\P_Oxy_3_551.jpg,23,17
Ρ,0.34597357408180385,1887,302,1923,352,images\homer2\txt101\P_Oxy_3_551.jpg,23,18
Η,0.2808113968480084,1913,306,1948,348,images\homer2\txt101\P_Oxy_3_551.jpg,23,19
Η,0.5311387057222462,1941,308,1972,346,images\homer2\txt101\P_Oxy_3_551.jpg,23,20
Κ,0.6570172511304051,1964,306,2004,350,images\homer2\txt101\P_Oxy_3_551.jpg,23,21
Ω,0.2655556919874345,1997,305,2034,354,images\homer2\txt101\P_Oxy_3_551.jpg,23,22
Η,0.6396718829166156,200,317,242,363,images\homer2\txt101\P_Oxy_3_551.jpg,24,0
Ν,0.9882131824944076,237,331,278,374,images\homer2\txt101\P_Oxy_3_551.jpg,24,1
Π,0.26299305327358147,269,334,302,396,images\homer2\txt101\P_Oxy_3_551.jpg,24,2
Ε,0.3984702118582472,294,348,330,388,images\homer2\txt101\P_Oxy_3_551.jpg,24,3
Ν,0.4229899604951102,591,350,619,387,images\homer2\txt101\P_Oxy_3_551.jpg,25,0
Η,0.4936283958730696,362,351,393,388,images\homer2\txt101\P_Oxy_3_551.jpg,26,0
Ι,0.6210465929593821,387,351,421,389,images\homer2\txt101\P_Oxy_3_551.jpg,26,1
Ν,0.9984191900519358,414,350,458,391,images\homer2\txt101\P_Oxy_3_551.jpg,26,2
Ο,0.8298888922149575,454,350,494,392,images\homer2\txt101\P_Oxy_3_551.jpg,26,3
Δ,0.5665202309737054,489,351,527,386,images\homer2\txt101\P_Oxy_3_551.jpg,26,4
Γ,0.7338236804583778,1134,360,1176,403,images\homer2\txt101\P_Oxy_3_551.jpg,27,0
Η,0.2160847502883873,1172,365,1209,405,images\homer2\txt101\P_Oxy_3_551.jpg,27,1
Π,0.3797476322256768,1201,368,1239,406,images\homer2\txt101\P_Oxy_3_551.jpg,27,2
Ω,0.8706708806392904,1229,371,1266,408,images\homer2\txt101\P_Oxy_3_551.jpg,27,3
Π,0.5210215950056782,1262,372,1300,410,images\homer2\txt101\P_Oxy_3_551.jpg,27,4
Ρ,0.25228419052030243,1293,369,1327,410,images\homer2\txt101\P_Oxy_3_551.jpg,27,5
Ι,0.6451356865410742,1322,372,1348,412,images\homer2\txt101\P_Oxy_3_551.jpg,27,6
Μ,0.9717078264236902,1344,373,1390,416,images\homer2\txt101\P_Oxy_3_551.jpg,27,7
Η,0.6942318736251343,1386,374,1426,418,images\homer2\txt101\P_Oxy_3_551.jpg,27,8
Ν,0.9966848157601306,1421,380,1466,420,images\homer2\txt101\P_Oxy_3_551.jpg,27,9
Υ,0.8724424091083159,1462,382,1497,423,images\homer2\txt101\P_Oxy_3_551.jpg,27,10
Κ,0.5130349854258186,1498,382,1536,425,images\homer2\txt101\P_Oxy_3_551.jpg,27,11
Η,0.8225286210064539,1531,381,1569,421,images\homer2\txt101\P_Oxy_3_551.jpg,27,12
Ν,0.9613968169132999,164,373,197,415,images\homer2\txt101\P_Oxy_3_551.jpg,28,0
Ω,0.17458872329834946,192,381,236,420,images\homer2\txt101\P_Oxy_3_551.jpg,28,1
Ω,0.3511761045565678,232,387,271,425,images\homer2\txt101\P_Oxy_3_551.jpg,28,2
Θ,0.5654927946378098,1587,377,1626,419,images\homer2\txt101\P_Oxy_3_551.jpg,29,0
Ν,0.568038230982651,1622,377,1656,418,images\homer2\txt101\P_Oxy_3_551.jpg,29,1
Η,0.9749796633065881,1652,376,1691,416,images\homer2\txt101\P_Oxy_3_551.jpg,29,2
Ι,0.7197775003919133,1690,374,1713,416,images\homer2\txt101\P_Oxy_3_551.jpg,29,3
Ν,0.8999435689131425,1706,370,1742,415,images\homer2\txt101\P_Oxy_3_551.jpg,29,4
Π,0.6939029601679907,1735,373,1777,414,images\homer2\txt101\P_Oxy_3_551.jpg,29,5
Ο,0.8404006338468111,1773,372,1810,412,images\homer2\txt101\P_Oxy_3_551.jpg,29,6
Ν,0.49489845920197917,1805,371,1844,412,images\homer2\txt101\P_Oxy_3_551.jpg,29,7
Ι,0.36713034591059585,1838,370,1873,410,images\homer2\txt101\P_Oxy_3_551.jpg,29,8
Μ,0.9952980304737353,1874,366,1918,408,images\homer2\txt101\P_Oxy_3_551.jpg,29,9
Ω,0.5427247683170112,1915,366,1937,410,images\homer2\txt101\P_Oxy_3_551.jpg,29,10
Ν,0.9365969353600581,1932,364,1969,407,images\homer2\txt101\P_Oxy_3_551.jpg,29,11
Θ,0.35611992017149113,1965,369,1997,410,images\homer2\txt101\P_Oxy_3_551.jpg,29,12
Ι,0.572210522166735,1994,369,2017,410,images\homer2\txt101\P_Oxy_3_551.jpg,29,13
Ν,0.9984643818291233,374,402,419,443,images\homer2\txt101\P_Oxy_3_551.jpg,30,0
Τ,0.21104809358254895,415,406,450,443,images\homer2\txt101\P_Oxy_3_551.jpg,30,1
Ι,0.25982593148729316,441,403,478,446,images\homer2\txt101\P_Oxy_3_551.jpg,30,2
Ν,0.9973601271359351,472,401,516,444,images\homer2\txt101\P_Oxy_3_551.jpg,30,3
Ι,0.2724198232521273,514,403,551,442,images\homer2\txt101\P_Oxy_3_551.jpg,30,4
Ι,0.701103732990797,543,406,570,442,images\homer2\txt101\P_Oxy_3_551.jpg,30,5
Ν,0.7789034877193423,567,407,601,446,images\homer2\txt101\P_Oxy_3_551.jpg,30,6
Τ,0.48187766239850294,596,408,637,447,images\homer2\txt101\P_Oxy_3_551.jpg,30,7
Ω,0.9923531898620864,631,408,675,448,images\homer2\txt101\P_Oxy_3_551.jpg,30,8
Ν,0.9471105755624482,671,410,710,449,images\homer2\txt101\P_Oxy_3_551.jpg,30,9
Ν,0.9616103656461654,1109,415,1156,458,images\homer2\txt101\P_Oxy_3_551.jpg,31,0
Η,0.5728238658933898,1147,417,1181,464,images\homer2\txt101\P_Oxy_3_551.jpg,31,1
Ν,0.999003943375551,1176,418,1216,461,images\homer2\txt101\P_Oxy_3_551.jpg,31,2
Α,0.5393010643057046,1212,418,1248,463,images\homer2\txt101\P_Oxy_3_551.jpg,31,3
