glyph,certainty,min_x,min_y,max_x,max_y,image_path,line,number
Δ,0.9689723536943055,1460,152,1497,195,images\homer2\txt101\P_Oxy_3_551.jpg,4,12
Ω,0.9938373072898583,1490,154,1533,191,images\homer2\txt101\P_Oxy_3_551.jpg,4,13
Μ,0.998533125754573,1528,150,1577,192,images\homer2\txt101\P_Oxy_3_551.jpg,4,14
Α,0.7520452525106354,1570,146,1606,190,images\homer2\txt101\P_Oxy_3_551.jpg,4,15
Θ,0.7095505074274322,1601,149,1636,189,images\homer2\txt101\P_Oxy_3_551.jpg,4,16
Ε,0.4931324907857457,1631,149,1668,187,images\homer2\txt101\P_Oxy_3_551.jpg,4,17
Ο,0.6555210556133035,1665,149,1699,184,images\homer2\txt101\P_Oxy_3_551.jpg,4,18
Υ,0.908912398262419,1693,144,1727,182,images\homer2\txt101\P_Oxy_3_551.jpg,4,19
Ϲ,0.22237081566232805,1722,145,1751,181,images\homer2\txt101\P_Oxy_3_551.jpg,4,20
Ε,0.996157723838059,1747,146,1778,182,images\homer2\txt101\P_Oxy_3_551.jpg,4,21
Μ,0.9789642198023271,1775,143,1821,184,images\homer2\txt101\P_Oxy_3_551.jpg,4,22
Ε,0.9278239751607217,1816,144,1847,182,images\homer2\txt101\P_Oxy_3_551.jpg,4,23
Δ,0.9938541380907053,1843,145,1880,182,images\homer2\txt101\P_Oxy_3_551.jpg,4,24
Ε,0.9767923565513734,1874,146,1908,182,images\homer2\txt101\P_Oxy_3_551.jpg,4,25
Ξ,0.5678049674076688,1903,147,1946,180,images\homer2\txt101\P_Oxy_3_551.jpg,4,26
Ε,0.7368238325082241,1943,149,1973,181,images\homer2\txt101\P_Oxy_3_551.jpg,4,27
Χ,0.989377219766296,1969,148,2004,183,images\homer2\txt101\P_Oxy_3_551.jpg,4,28
Α,0.986649391552907,2001,142,2034,186,images\homer2\txt101\P_Oxy_3_551.jpg,4,29
Π,0.7462615850313147,2026,148,2070,186,images\homer2\txt101\P_Oxy_3_551.jpg,4,30
Α,0.6044209724577561,2063,142,2100,190,images\homer2\txt101\P_Oxy_3_551.jpg,4,31
Ι,0.5512804458875579,2088,145,2118,192,images\homer2\txt101\P_Oxy_3_551.jpg,4,32
Ν,0.16090702915555163,43,145,78,185,images\homer2\txt101\P_Oxy_3_551.jpg,5,0
Ι,0.17314057278329573,73,148,103,182,images\homer2\txt101\P_Oxy_3_551.jpg,5,1
Ι,0.6881827788479404,97,145,128,181,images\homer2\txt101\P_Oxy_3_551.jpg,5,2
Δ,0.990367201930311,120,146,158,182,images\homer2\txt101\P_Oxy_3_551.jpg,5,3
Ε,0.5719821728288291,153,146,187,181,images\homer2\txt101\P_Oxy_3_551.jpg,5,4
Κ,0.7658098025880494,181,144,224,186,images\homer2\txt101\P_Oxy_3_551.jpg,5,5
Θ,0.9947495072532335,220,148,257,185,images\homer2\txt101\P_Oxy_3_551.jpg,5,6
Ο,0.9775049067043909,253,145,290,181,images\homer2\txt101\P_Oxy_3_551.jpg,5,7
Ν,0.9997586144678914,284,143,329,181,images\homer2\txt101\P_Oxy_3_551.jpg,5,8
Α,0.7886739633624856,324,140,358,180,images\homer2\txt101\P_Oxy_3_551.jpg,5,9
Μ,0.9966844783478634,353,139,394,178,images\homer2\txt101\P_Oxy_3_551.jpg,5,10
Α,0.9689305005914637,390,138,420,175,images\homer2\txt101\P_Oxy_3_551.jpg,5,11
Ι,0.36865510182658134,415,139,439,175,images\homer2\txt101\P_Oxy_3_551.jpg,5,12
Π,0.9888780802605939,435,139,474,175,images\homer2\txt101\P_Oxy_3_551.jpg,5,13
Η,0.5458781675897797,466,140,500,174,images\homer2\txt101\P_Oxy_3_551.jpg,5,14
Ι,0.565896242262955,489,138,519,176,images\homer2\txt101\P_Oxy_3_551.jpg,5,15
Η,0.43445911351207617,509,134,547,178,images\homer2\txt101\P_Oxy_3_551.jpg,5,16
Ο,0.6977149944983652,541,133,577,175,images\homer2\txt101\P_Oxy_3_551.jpg,5,17
Δ,0.4283370348778788,572,133,609,172,images\homer2\txt101\P_Oxy_3_551.jpg,5,18
Η,0.9138484527808903,600,128,633,170,images\homer2\txt101\P_Oxy_3_551.jpg,5,19
Ι,0.8312605266089844,626,130,651,167,images\homer2\txt101\P_Oxy_3_551.jpg,5,20
Ι,0.9667793168685918,644,132,664,168,images\homer2\txt101\P_Oxy_3_551.jpg,5,21
Ν,0.9950926190552206,658,129,696,172,images\homer2\txt101\P_Oxy_3_551.jpg,5,22
Τ,0.725431592611658,1112,194,1146,228,images\homer2\txt101\P_Oxy_3_551.jpg,6,0
Η,0.9878827916060833,1139,193,1179,229,images\homer2\txt101\P_Oxy_3_551.jpg,6,1
Π,0.8566819617215063,1172,193,1208,229,images\homer2\txt101\P_Oxy_3_551.jpg,6,2
Ε,0.9933698145574865,1201,195,1234,231,images\homer2\txt101\P_Oxy_3_551.jpg,6,3
Ι,0.9847281258853007,1230,197,1252,233,images\homer2\txt101\P_Oxy_3_551.jpg,6,4
Ν,0.961502072717623,1248,197,1287,238,images\homer2\txt101\P_Oxy_3_551.jpg,6,5
Α,0.6029067772863036,1279,195,1313,244,images\homer2\txt101\P_Oxy_3_551.jpg,6,6
Ι,0.8685027182204986,1306,202,1333,241,images\homer2\txt101\P_Oxy_3_551.jpg,6,7
Κ,0.7183259366890246,1327,202,1367,249,images\homer2\txt101\P_Oxy_3_551.jpg,6,8
Η,0.3762535592673635,1361,205,1402,250,images\homer2\txt101\P_Oxy_3_551.jpg,6,9
Ν,0.9037810275694494,1394,199,1437,251,images\homer2\txt101\P_Oxy_3_551.jpg,6,10
Α,0.5600020759900427,1429,201,1466,248,images\homer2\txt101\P_Oxy_3_551.jpg,6,11
Μ,0.5710454327360728,1459,207,1493,252,images\homer2\txt101\P_Oxy_3_551.jpg,6,12
Ο,0.5738846579420835,1487,210,1519,246,images\homer2\txt101\P_Oxy_3_551.jpg,6,13
Π,0.8606649704203907,1510,208,1560,247,images\homer2\txt101\P_Oxy_3_551.jpg,6,14
Ι,0.9899504375347037,1551,209,1574,245,images\homer2\txt101\P_Oxy_3_551.jpg,6,15
Ν,0.9956755974576195,1570,207,1614,247,images\homer2\txt101\P_Oxy_3_551.jpg,6,16
Μ,0.23429993888247194,1609,202,1646,244,images\homer2\txt101\P_Oxy_3_551.jpg,6,17
Η,0.9615975667546742,1640,200,1682,239,images\homer2\txt101\P_Oxy_3_551.jpg,6,18
Λ,0.3618471428669947,1675,194,1710,238,images\homer2\txt101\P_Oxy_3_551.jpg,6,19
Ι,0.8824456157097601,1703,197,1726,236,images\homer2\txt101\P_Oxy_3_551.jpg,6,20
Θ,0.9973912566303818,1720,198,1760,234,images\homer2\txt101\P_Oxy_3_551.jpg,6,21
Ε,0.6573357727077063,1756,197,1792,235,images\homer2\txt101\P_Oxy_3_551.jpg,6,22
Ρ,0.9253967003894323,1786,196,1816,234,images\homer2\txt101\P_Oxy_3_551.jpg,6,23
Ο,0.9102179368552247,1811,197,1845,232,images\homer2\txt101\P_Oxy_3_551.jpg,6,24
Ϲ,0.7847056345434752,1841,197,1873,231,images\homer2\txt101\P_Oxy_3_551.jpg,6,25
Ε,0.9373066552662613,1868,195,1902,232,images\homer2\txt101\P_Oxy_3_551.jpg,6,26
Μ,0.9986590772033487,1897,194,1945,235,images\homer2\txt101\P_Oxy_3_551.jpg,6,27
Ν,0.7710036309738475,197,201,230,242,images\homer2\txt101\P_Oxy_3_551.jpg,7,0
Η,0.9993900648668624,224,197,261,235,images\homer2\txt101\P_Oxy_3_551.jpg,7,1
Ϲ,0.9929334567813857,259,196,290,229,images\homer2\txt101\P_Oxy_3_551.jpg,7,2
Ο,0.45466435691981605,287,197,316,229,images\homer2\txt101\P_Oxy_3_551.jpg,7,3
Π,0.7595721011267694,310,193,353,229,images\homer2\txt101\P_Oxy_3_551.jpg,7,4
Ι,0.4880214045410175,346,192,381,231,images\homer2\txt101\P_Oxy_3_551.jpg,7,5
Ι,0.7508639814315038,370,192,400,229,images\homer2\txt101\P_Oxy_3_551.jpg,7,6
Μ,0.2695578957011714,392,192,424,228,images\homer2\txt101\P_Oxy_3_551.jpg,7,7
Μ,0.9975685653295564,418,189,464,230,images\homer2\txt101\P_Oxy_3_551.jpg,7,8
Α,0.7826175496472344,459,188,490,230,images\homer2\txt101\P_Oxy_3_551.jpg,7,9
Ι,0.9803857500256657,485,195,503,229,images\homer2\txt101\P_Oxy_3_551.jpg,7,10
Ν,0.9959939173927451,497,192,538,231,images\homer2\txt101\P_Oxy_3_551.jpg,7,11
Ο,0.5730767150393307,531,189,563,226,images\homer2\txt101\P_Oxy_3_551.jpg,7,12
Ν,0.998651154851095,558,186,596,225,images\homer2\txt101\P_Oxy_3_551.jpg,7,13
Η,0.5450789964863695,590,183,623,221,images\homer2\txt101\P_Oxy_3_551.jpg,7,14
Κ,0.40116396813813343,614,180,650,219,images\homer2\txt101\P_Oxy_3_551.jpg,7,15
Τ,0.3823523668014774,1107,241,1149,284,images\homer2\txt101\P_Oxy_3_551.jpg,8,0
Ι,0.7908796321268393,1125,243,1162,285,images\homer2\txt101\P_Oxy_3_551.jpg,8,1
Μ,0.9957510535605617,1148,246,1196,290,images\homer2\txt101\P_Oxy_3_551.jpg,8,2
Η,0.999798354433444,1194,251,1234,293,images\homer2\txt101\P_Oxy_3_551.jpg,8,3
Ν,0.9987829682497149,1230,253,1280,298,images\homer2\txt101\P_Oxy_3_551.jpg,8,4
Η,0.49631676504256966,1273,259,1305,297,images\homer2\txt101\P_Oxy_3_551.jpg,8,5
Ρ,0.2422466662225502,1297,261,1336,303,images\homer2\txt101\P_Oxy_3_551.jpg,8,6
Α,0.9710595057361806,1329,258,1376,310,images\homer2\txt101\P_Oxy_3_551.jpg,8,7
Μ,0.9990461657620692,1369,264,1413,304,images\homer2\txt101\P_Oxy_3_551.jpg,8,8
Η,0.9958399156306528,1409,264,1448,306,images\homer2\txt101\P_Oxy_3_551.jpg,8,9
Π,0.775102755049514,1438,268,1478,305,images\homer2\txt101\P_Oxy_3_551.jpg,8,10
Ι,0.7434234616828505,1473,266,1499,306,images\homer2\txt101\P_Oxy_3_551.jpg,8,11
Ι,0.9172165961129164,1494,265,1513,306,images\homer2\txt101\P_Oxy_3_551.jpg,8,12
Ι,0.3078529416027452,1509,267,1537,306,images\homer2\txt101\P_Oxy_3_551.jpg,8,13
Ι,0.5379831918137327,1528,259,1566,308,images\homer2\txt101\P_Oxy_3_551.jpg,8,14
Θ,0.7188702746179876,1559,264,1599,307,images\homer2\txt101\P_Oxy_3_551.jpg,8,15
Ι,0.6949077436210591,1593,261,1629,301,images\homer2\txt101\P_Oxy_3_551.jpg,8,16
Ι,0.8856024117179576,1618,262,1650,299,images\homer2\txt101\P_Oxy_3_551.jpg,8,17
Ι,0.6192097424503215,1635,259,1668,298,images\homer2\txt101\P_Oxy_3_551.jpg,8,18
Ν,0.9968028739449234,1662,255,1710,299,images\homer2\txt101\P_Oxy_3_551.jpg,8,19
Ε,0.27833226877373785,1706,256,1745,299,images\homer2\txt101\P_Oxy_3_551.jpg,8,20
Ν,0.4218074094236064,1738,257,1771,294,images\homer2\txt101\P_Oxy_3_551.jpg,8,21
Ι,0.5196471138670158,1763,251,1795,293,images\homer2\txt101\P_Oxy_3_551.jpg,8,22
Ω,0.9775072242011015,1790,255,1835,293,images\homer2\txt101\P_Oxy_3_551.jpg,8,23
Ϲ,0.8988170307098802,1831,255,1862,292,images\homer2\txt101\P_Oxy_3_551.jpg,8,24
Ε,0.44629609487874095,1855,253,1888,291,images\homer2\txt101\P_Oxy_3_551.jpg,8,25
Ι,0.825390706121488,1883,251,1907,290,images\homer2\txt101\P_Oxy_3_551.jpg,8,26
Κ,0.3310701415107332,1889,250,1928,290,images\homer2\txt101\P_Oxy_3_551.jpg,8,27
Ι,0.9387252520352335,1909,244,1949,291,images\homer2\txt101\P_Oxy_3_551.jpg,8,28
Ϲ,0.250094177811885,213,244,244,283,images\homer2\txt101\P_Oxy_3_551.jpg,9,0
Μ,0.6419978757670057,241,240,280,277,images\homer2\txt101\P_Oxy_3_551.jpg,9,1
Ν,0.9992837512377954,276,242,316,281,images\homer2\txt101\P_Oxy_3_551.jpg,9,2
Θ,0.9566491750075878,316,243,353,279,images\homer2\txt101\P_Oxy_3_551.jpg,9,3
Ο,0.2965146712645041,349,243,379,277,images\homer2\txt101\P_Oxy_3_551.jpg,9,4
Ρ,0.7946564579123049,374,242,395,276,images\homer2\txt101\P_Oxy_3_551.jpg,9,5
Ο,0.9980692446195619,392,244,422,278,images\homer2\txt101\P_Oxy_3_551.jpg,9,6
Ι,0.7905117278234538,420,245,440,280,images\homer2\txt101\P_Oxy_3_551.jpg,9,7
Ο,0.9884420614220232,436,245,469,280,images\homer2\txt101\P_Oxy_3_551.jpg,9,8
Θ,0.9979180199562645,467,245,503,282,images\homer2\txt101\P_Oxy_3_551.jpg,9,9
Ο,0.9812126775246273,500,246,532,282,images\homer2\txt101\P_Oxy_3_551.jpg,9,10
Ν,0.4768669955501702,526,239,557,283,images\homer2\txt101\P_Oxy_3_551.jpg,9,11
Η,0.39304478431647366,550,237,583,279,images\homer2\txt101\P_Oxy_3_551.jpg,9,12
Ι,0.5146853051519242,575,235,604,277,images\homer2\txt101\P_Oxy_3_551.jpg,9,13
Ι,0.7645461063398826,597,234,624,274,images\homer2\txt101\P_Oxy_3_551.jpg,9,14
Ο,0.36967244858277987,619,234,652,274,images\homer2\txt101\P_Oxy_3_551.jpg,9,15
Ϲ,0.8421731512198334,646,233,680,275,images\homer2\txt101\P_Oxy_3_551.jpg,9,16
Ι,0.5062339995748977,201,283,229,320,images\homer2\txt101\P_Oxy_3_551.jpg,10,0
Ι,0.6460825309336211,225,280,243,321,images\homer2\txt101\P_Oxy_3_551.jpg,10,1
Η,0.511936573086277,240,288,277,325,images\homer2\txt101\P_Oxy_3_551.jpg,10,2
Ν,0.9851255131812711,271,289,313,330,images\homer2\txt101\P_Oxy_3_551.jpg,10,3
Η,0.9814366936576526,309,293,347,332,images\homer2\txt101\P_Oxy_3_551.jpg,10,4
Π,0.6543237541982795,342,295,377,334,images\homer2\txt101\P_Oxy_3_551.jpg,10,5
Ι,0.6885772969580433,369,292,397,339,images\homer2\txt101\P_Oxy_3_551.jpg,10,6
Θ,0.9890378349609614,392,296,429,332,images\homer2\txt101\P_Oxy_3_551.jpg,10,7
Α,0.39830936559555946,425,293,457,333,images\homer2\txt101\P_Oxy_3_551.jpg,10,8
Ν,0.9977391240438493,452,293,493,333,images\homer2\txt101\P_Oxy_3_551.jpg,10,9
Μ,0.2559661944403115,488,293,517,332,images\homer2\txt101\P_Oxy_3_551.jpg,10,10
Ι,0.6494727709930497,510,296,537,330,images\homer2\txt101\P_Oxy_3_551.jpg,10,11
Ι,0.3639685453138166,531,296,561,330,images\homer2\txt101\P_Oxy_3_551.jpg,10,12
Ι,0.9396016433497832,556,296,575,329,images\homer2\txt101\P_Oxy_3_551.jpg,10,13
Ο,0.9177997273170455,571,293,600,332,images\homer2\txt101\P_Oxy_3_551.jpg,10,14
Ν,0.219019328063243,108,298,144,342,images\homer2\txt101\P_Oxy_3_551.jpg,11,0
Θ,0.5284606712094398,141,303,173,343,images\homer2\txt101\P_Oxy_3_551.jpg,11,1
Η,0.9994065976868333,1134,307,1175,347,images\homer2\txt101\P_Oxy_3_551.jpg,12,0
Ν,0.9997843859902839,1174,309,1224,351,images\homer2\txt101\P_Oxy_3_551.jpg,12,1
Ι,0.815315147544659,1221,312,1248,352,images\homer2\txt101\P_Oxy_3_551.jpg,12,2
Κ,0.9916817832652309,1245,313,1289,358,images\homer2\txt101\P_Oxy_3_551.jpg,12,3
Ο,0.9949876622636186,1285,318,1323,357,images\homer2\txt101\P_Oxy_3_551.jpg,12,4
Μ,0.997433457844819,1320,321,1368,362,images\homer2\txt101\P_Oxy_3_551.jpg,12,5
Η,0.5373817197539689,1367,324,1410,363,images\homer2\txt101\P_Oxy_3_551.jpg,12,6
Ι,0.9691056200209132,1407,325,1434,363,images\homer2\txt101\P_Oxy_3_551.jpg,12,7
Ι,0.79719471120944,1423,322,1453,369,images\homer2\txt101\P_Oxy_3_551.jpg,12,8
Θ,0.16024927378841464,1445,309,1490,383,images\homer2\txt101\P_Oxy_3_551.jpg,12,9
Ο,0.6153806982895398,1486,327,1525,366,images\homer2\txt101\P_Oxy_3_551.jpg,12,10
Υ,0.6621022535401111,1517,325,1554,365,images\homer2\txt101\P_Oxy_3_551.jpg,12,11
Π,0.6461417153128755,1548,325,1599,364,images\homer2\txt101\P_Oxy_3_551.jpg,12,12
Ω,0.9351197883065652,1581,325,1624,364,images\homer2\txt101\P_Oxy_3_551.jpg,12,13
Ν,0.9985788866625058,1616,320,1669,365,images\homer2\txt101\P_Oxy_3_551.jpg,12,14
Ο,0.9638950724235424,1665,319,1704,359,images\homer2\txt101\P_Oxy_3_551.jpg,12,15
Δ,0.9753631283258567,1698,317,1738,356,images\homer2\txt101\P_Oxy_3_551.jpg,12,16
Ε,0.990896632615853,1730,316,1768,356,images\homer2\txt101\P_Oxy_3_551.jpg,12,17
Π,0.6630439142942796,1762,313,1808,354,images\homer2\txt101\P_Oxy_3_551.jpg,12,18
Α,0.3478985031121141,1803,309,1839,354,images\homer2\txt101\P_Oxy_3_551.jpg,12,19
Π,0.2502649332319721,1831,310,1867,349,images\homer2\txt101\P_Oxy_3_551.jpg,12,20
Ο,0.3812985147534705,1863,312,1895,351,images\homer2\txt101\P_Oxy_3_551.jpg,12,21
Ι,0.23910019665061547,1887,306,1923,351,images\homer2\txt101\P_Oxy_3_551.jpg,12,22
Ι,0.6110189148580337,1914,310,1948,348,images\homer2\txt101\P_Oxy_3_551.jpg,12,23
Η,0.47865664457518253,1939,308,1970,346,images\homer2\txt101\P_Oxy_3_551.jpg,12,24
Χ,0.730833257474439,1964,307,2003,351,images\homer2\txt101\P_Oxy_3_551.jpg,12,25
Ο,0.8676719014548561,1997,307,2038,355,images\homer2\txt101\P_Oxy_3_551.jpg,12,26
Ω,0.7217417467261092,196,318,241,364,images\homer2\txt101\P_Oxy_3_551.jpg,13,0
Ν,0.9917764660634113,235,330,277,377,images\homer2\txt101\P_Oxy_3_551.jpg,13,1
Κ,0.23813930560645594,267,339,303,387,images\homer2\txt101\P_Oxy_3_551.jpg,13,2
Ε,0.9880408111385308,296,348,329,388,images\homer2\txt101\P_Oxy_3_551.jpg,13,3
Κ,0.9602111381675861,327,350,365,394,images\homer2\txt101\P_Oxy_3_551.jpg,13,4
Ε,0.2958884319061637,361,352,392,388,images\homer2\txt101\P_Oxy_3_551.jpg,13,5
Ο,0.9531866739703664,388,351,420,388,images\homer2\txt101\P_Oxy_3_551.jpg,13,6
Ν,0.9997161737105709,415,351,459,391,images\homer2\txt101\P_Oxy_3_551.jpg,13,7
Ο,0.713311762258822,456,352,494,388,images\homer2\txt101\P_Oxy_3_551.jpg,13,8
Μ,0.660685659392356,489,350,531,387,images\homer2\txt101\P_Oxy_3_551.jpg,13,9
Ι,0.7041541670712066,528,349,558,385,images\homer2\txt101\P_Oxy_3_551.jpg,13,10
Ι,0.5668514300216907,550,348,581,385,images\homer2\txt101\P_Oxy_3_551.jpg,13,11
Ι,0.8880683685686409,573,349,596,397,images\homer2\txt101\P_Oxy_3_551.jpg,13,12
Κ,0.3898382981853317,589,347,620,394,images\homer2\txt101\P_Oxy_3_551.jpg,13,13
Ι,0.6479428144305734,1106,361,1140,401,images\homer2\txt101\P_Oxy_3_551.jpg,14,0
Π,0.41067357986343367,1135,363,1176,402,images\homer2\txt101\P_Oxy_3_551.jpg,14,1
Ε,0.7129740314758338,1172,366,1210,404,images\homer2\txt101\P_Oxy_3_551.jpg,14,2
Π,0.6494104772387915,1200,369,1240,404,images\homer2\txt101\P_Oxy_3_551.jpg,14,3
Ο,0.7234332701231129,1230,371,1267,409,images\homer2\txt101\P_Oxy_3_551.jpg,14,4
Π,0.860621669020424,1264,374,1301,412,images\homer2\txt101\P_Oxy_3_551.jpg,14,5
Η,0.5866062682915976,1293,369,1327,413,images\homer2\txt101\P_Oxy_3_551.jpg,14,6
Η,0.7446453015081752,1321,372,1349,414,images\homer2\txt101\P_Oxy_3_551.jpg,14,7
