glyph,certainty,min_x,min_y,max_x,max_y,image_path,line,number
Ε,0.831207709678805,1802,302,1886,377,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,6,19
Τ,0.9689289392514864,1863,299,1967,403,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,6,20
Ο,0.9906297910616501,1948,305,2036,383,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,6,21
Ι,0.789566703215906,2030,307,2107,390,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,6,22
Ϲ,0.4247497808605344,117,470,187,549,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,0
Ρ,0.9311485493557857,175,472,264,549,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,1
Ι,0.30705701466153934,245,471,340,552,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,2
Ν,0.9982076699469247,327,474,462,559,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,3
Δ,0.9994885113211287,437,460,553,552,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,4
Ε,0.9988833806972874,540,458,628,536,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,5
Ι,0.9752589770383483,611,457,691,544,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,6
Ν,0.9996310025139382,682,451,811,541,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,7
Ο,0.9994759618362906,805,454,900,532,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,8
Ν,0.9998072269077793,891,446,1011,536,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,9
Δ,0.9995504806706187,995,434,1112,531,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,10
Ε,0.996860733512898,1108,439,1202,522,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,11
Λ,0.9801382065827442,1184,437,1271,519,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,12
Ο,0.996748027240559,1258,442,1342,515,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,13
Φ,0.9910355083518259,1325,404,1448,536,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,14
Ο,0.9964544204444659,1436,433,1525,505,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,15
Ϲ,0.9973012730045308,1511,424,1594,498,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,16
Κ,0.9982983135712136,1580,415,1688,501,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,17
Α,0.9675324432033484,1664,407,1757,500,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,18
Θ,0.989370058745809,1740,407,1833,493,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,19
Υ,0.9992741467620617,1817,404,1917,512,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,20
Π,0.9966107329657576,1892,415,2036,509,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,21
Ε,0.9815527718691417,2021,408,2116,490,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,22
Ρ,0.36816268558649273,2097,411,2188,508,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,23
Θ,0.9828807893224597,2172,410,2269,489,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,24
Ε,0.9988878950931736,2255,415,2347,484,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,25
Μ,0.728707392504828,2332,417,2449,509,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,26
Ε,0.9753564568921262,2440,428,2523,496,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,7,27
Ο,0.9826499876558966,76,569,168,643,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,0
Δ,0.9986430054155495,154,570,283,646,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,1
Α,0.995283780924789,272,575,366,650,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,2
Λ,0.927506057821835,351,572,461,646,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,3
Κ,0.9180585348576169,448,577,561,658,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,4
Ι,0.4318965199875008,546,586,619,663,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,5
Μ,0.9987686413690896,606,578,758,659,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,6
Α,0.9993947400919911,743,555,843,655,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,7
Δ,0.9995648341857207,829,557,942,649,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,8
Ο,0.9990358105561431,930,561,1024,638,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,9
Υ,0.9944365003078957,1002,552,1107,658,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,10
Ρ,0.9850127135220155,1091,547,1179,653,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,11
Ε,0.9972881448650032,1166,548,1260,639,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,12
Δ,0.995859232189339,1249,541,1345,626,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,13
Υ,0.7531702527016736,1333,544,1432,619,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,14
Ω,0.9216691892426983,1425,539,1575,613,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,15
Κ,0.9994413729400463,1570,527,1677,612,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,16
Η,0.6639391782788597,1658,526,1745,601,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,17
Κ,0.9994889211923625,1726,525,1835,613,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,18
Ο,0.9832357151020901,1815,523,1899,598,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,19
Ρ,0.9905258083077775,1888,521,1956,620,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,20
Υ,0.9970796352351193,1939,522,2030,613,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,21
Θ,0.9931383295286889,2014,523,2097,603,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,22
Λ,0.39707463463239223,2083,519,2177,601,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,23
Κ,0.41678330493880356,2158,528,2242,604,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,8,24
Ε,0.3704270793735212,223,667,285,714,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,9,0
Δ,0.9972982263112716,377,672,485,778,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,0
Ε,0.9992019715267018,470,676,565,760,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,1
Χ,0.9964536028398067,547,670,658,766,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,2
Α,0.9993549538815022,642,666,746,762,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,3
Λ,0.9941324656114939,723,668,823,758,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,4
Κ,0.9989164343869916,807,667,922,764,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,5
Ο,0.9991803033699656,905,680,1003,760,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,6
Ϲ,0.9952491437983179,1000,670,1086,755,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,7
Α,0.9893494310027715,1069,668,1170,752,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,8
Π,0.9980341810218379,1144,666,1287,760,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,9
Α,0.9956314914868046,1262,665,1348,754,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,10
Υ,0.9946257127586805,1321,664,1420,757,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,11
Τ,0.9872197392448437,1409,664,1512,762,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,12
Ο,0.6496525517786771,1503,664,1581,727,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,13
Β,0.20140340938685244,1570,654,1642,718,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,14
Ο,0.2979497906396854,1647,640,1723,718,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,15
Ν,0.9994181428549396,1716,642,1827,720,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,16
Ο,0.9954035330720356,1818,647,1900,716,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,17
Υ,0.6529538113016811,1885,651,1963,726,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,10,18
Μ,0.30999163492466664,65,864,116,910,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,0
Ν,0.2041286803555194,109,855,177,903,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,1
Ε,0.19936015499796148,157,843,299,912,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,2
Ι,0.3053988248155277,286,830,424,912,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,3
Δ,0.9960377613016982,412,807,534,891,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,4
Ε,0.9991783543358184,518,797,618,882,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,5
Κ,0.9995658153734989,603,791,734,895,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,6
Δ,0.6438231222189824,713,796,817,882,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,7
Ο,0.9711824860058332,799,801,890,877,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,8
Υ,0.9988353553485801,869,793,976,891,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,9
Π,0.9973647809832686,958,792,1106,892,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,10
Η,0.9997560551235084,1096,790,1228,887,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,11
Ϲ,0.9982726007469305,1220,785,1317,873,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,12
Α,0.9995442928355851,1309,782,1416,873,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,13
Ν,0.7537197852402567,1393,782,1506,879,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,14
Α,0.9961740367701453,1484,781,1583,864,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,15
Θ,0.9763568516614136,1572,781,1674,863,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,16
Η,0.999901675885212,1663,766,1789,863,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,17
Ν,0.9997686229006681,1776,768,1904,866,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,18
Α,0.9943076304657645,1889,773,1988,860,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,19
Ι,0.24297596249102674,1974,761,2036,859,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,20
Η,0.998714486710313,2027,762,2149,857,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,21
Π,0.9251816910397271,2106,758,2234,851,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,11,22
Α,0.678877982254073,145,919,266,1003,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,0
Ι,0.9915729509913004,251,921,320,1008,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,1
Β,0.9615233481379092,314,917,410,1010,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,2
Α,0.9997245735556839,395,907,501,1008,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,3
Ϲ,0.9958853399203783,486,913,573,994,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,4
Ι,0.5123397457495208,559,905,615,1001,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,5
Λ,0.9941137484907127,602,905,705,996,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,6
Η,0.999430897850392,690,905,817,1005,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,7
Α,0.9869244265403933,798,908,905,1003,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,8
Π,0.9914535183673018,887,903,1042,999,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,9
Ο,0.9545018473608795,1034,917,1116,992,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,10
Λ,0.9645367715762209,1109,904,1198,990,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,11
Υ,0.9982597399743349,1169,899,1276,1007,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,12
Χ,0.9975461335996137,1269,902,1381,995,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,13
Ρ,0.9991509076384855,1361,898,1444,1003,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,14
Υ,0.9980085001934799,1429,894,1526,990,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,15
Ϲ,0.9971159649758988,1518,896,1604,972,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,16
Ο,0.9942224828415691,1597,902,1686,973,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,17
Ρ,0.4842343693382695,1671,893,1748,995,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,18
Ο,0.9811746926980603,1738,900,1843,976,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,19
Α,0.32884166957669425,1828,880,1936,973,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,20
Ι,0.34932101006076,1914,881,1994,973,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,21
Υ,0.9979858042144377,1971,892,2082,996,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,22
Κ,0.9986430258009704,2063,892,2199,987,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,23
Η,0.9993506277940181,2181,887,2313,985,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,24
Ν,0.9992065230497995,2295,878,2436,981,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,25
Η,0.23551692521253037,2421,879,2514,983,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,12,26
Χ,0.6134125334597316,53,1010,143,1092,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,13,0
Μ,0.8195316441159597,163,1029,284,1104,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,13,1
Ι,0.6844677987518197,269,1023,334,1116,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,13,2
Α,0.3683069700110637,321,1022,434,1112,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,13,3
Τ,0.8886155121627963,1475,1028,1562,1107,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,0
Ε,0.9161827801137544,1550,1015,1637,1095,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,1
Π,0.9833182483959351,1620,1008,1780,1104,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,2
Ε,0.9975519983947774,1765,1003,1854,1086,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,3
Τ,0.995670874193292,1835,1009,1981,1101,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,4
Ε,0.9921555781935699,1967,1017,2061,1093,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,5
Λ,0.788730802892693,2040,1017,2139,1098,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,6
Λ,0.533427094344873,2114,1012,2199,1095,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,14,7
Ε,0.9961851530657004,485,1029,578,1119,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,0
Ν,0.9997928500039202,564,1027,717,1139,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,1
Ε,0.999625593224162,711,1026,809,1112,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,2
Π,0.9961552065735219,790,1026,954,1129,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,3
Η,0.8085107383970443,935,1025,1079,1117,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,4
Τ,0.9944799425380186,1063,1024,1189,1121,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,5
Α,0.9942294428103015,1160,1025,1251,1129,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,6
Ε,0.7506013154046206,1245,1028,1346,1107,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,7
Ο,0.8868361396959494,1332,1019,1437,1108,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,15,8
Ρ,0.964038382462123,1443,1135,1547,1229,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,0
Υ,0.9985820075543639,1528,1134,1633,1229,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,1
Κ,0.9994453816406546,1616,1132,1727,1217,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,2
Ε,0.998565527839782,1712,1134,1804,1209,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,3
Μ,0.9970728647298834,1780,1124,1946,1214,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,4
Ε,0.9992817655479066,1935,1132,2027,1207,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,5
Ν,0.9992846943458811,2009,1129,2136,1214,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,6
Λ,0.41495343113759675,2122,1120,2220,1203,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,16,7
Α,0.9884647769161571,525,1154,618,1245,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,0
Τ,0.9937263175144359,595,1157,729,1255,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,1
Α,0.9992486901945726,699,1154,806,1251,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,2
Κ,0.999414250159993,789,1148,907,1242,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,3
Ο,0.9621103752227983,888,1160,978,1227,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,4
Ϲ,0.9882812462526691,970,1152,1062,1225,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,5
Μ,0.9989317864436829,1058,1140,1202,1228,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,6
Ο,0.9816507703822686,1196,1148,1287,1221,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,7
Ν,0.9992367224544616,1286,1139,1412,1229,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,17,8
Υ,0.8492494797854852,1401,1254,1501,1334,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,0
Κ,0.9929515248837537,1477,1249,1571,1327,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,1
Ε,0.9997245240231294,1567,1248,1668,1326,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,2
Ϲ,0.748740972461924,1655,1243,1736,1314,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,3
Ι,0.9459687186331924,1718,1233,1780,1325,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,4
Θ,0.99384177162223,1769,1238,1857,1317,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,5
Ω,0.9874916800139957,1844,1236,1988,1313,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,6
Ρ,0.9983349737371415,1977,1231,2058,1322,images\homer2\txt1\P.Corn.Inv.MSS.A.101.XIII.jpg,18,7
